MegaMek Equipment Extended Database
This file can be regenerated with java -jar MegaMek.jar -eqedb /Users/ianbellomy/Sites/megamek/megamek/extended-equipment.txt
Type,Name,Tech Base,Rules,Tech Rating,Static Tech Level,Introduction Date,Prototype Date,Production Date,Common Date,Extinction Date,Re-Introduction Date,Tonnage,CriticalSlots,Cost,BV,RulesRef,Alias
A,"Primitive Prototype LRM 10 Thunder-Active Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3058(CC)","3064","-","-",1.0,1,30000.0,11.0,"373, TO","IS Ammo LRM-10 Primitive Thunder-Active,IS Ammo LRM-10 Primitive Thunder-Active,ISLRM10p Ammo Thunder-Active,IS LRM 10 Primitive Ammo Thunder-Active,IS Ammo LRM-10 Primitive - Thunder-Active,ISLRM10p Ammo - Thunder-Active,IS LRM 10 Primitive Ammo - Thunder-Active,IS Thunder-Active Ammo LRM-10 Primitive,ISLRM10p Thunder-Active Ammo,IS LRM 10 Primitive Thunder-Active Ammo,"
A,"Primitive Prototype LRM 10 Thunder-Augmented Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3057(CC)","3064","-","-",1.0,1,30000.0,11.0,"373, TO","IS Ammo LRM-10 Primitive Thunder-Augmented,IS Ammo LRM-10 Primitive Thunder-Augmented,ISLRM10p Ammo Thunder-Augmented,IS LRM 10 Primitive Ammo Thunder-Augmented,IS Ammo LRM-10 Primitive - Thunder-Augmented,ISLRM10p Ammo - Thunder-Augmented,IS LRM 10 Primitive Ammo - Thunder-Augmented,IS Thunder-Augmented Ammo LRM-10 Primitive,ISLRM10p Thunder-Augmented Ammo,IS LRM 10 Primitive Thunder-Augmented Ammo,"
A,"Primitive Prototype LRM 10 Thunder-Vibrabomb Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3064","-","-",1.0,1,30000.0,11.0,"373, TO","IS Ammo LRM-10 Primitive Thunder-Vibrabomb,IS Ammo LRM-10 Primitive Thunder-Vibrabomb,ISLRM10p Ammo Thunder-Vibrabomb,IS LRM 10 Primitive Ammo Thunder-Vibrabomb,IS Ammo LRM-10 Primitive - Thunder-Vibrabomb,ISLRM10p Ammo - Thunder-Vibrabomb,IS LRM 10 Primitive Ammo - Thunder-Vibrabomb,IS Thunder-Vibrabomb Ammo LRM-10 Primitive,ISLRM10p Thunder-Vibrabomb Ammo,IS LRM 10 Primitive Thunder-Vibrabomb Ammo,"
A,"Primitive Prototype LRM 10 Thunder-Inferno Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3062","-","-",1.0,1,30000.0,11.0,"373, TO","IS Ammo LRM-10 Primitive Thunder-Inferno,IS Ammo LRM-10 Primitive Thunder-Inferno,ISLRM10p Ammo Thunder-Inferno,IS LRM 10 Primitive Ammo Thunder-Inferno,IS Ammo LRM-10 Primitive - Thunder-Inferno,ISLRM10p Ammo - Thunder-Inferno,IS LRM 10 Primitive Ammo - Thunder-Inferno,IS Thunder-Inferno Ammo LRM-10 Primitive,ISLRM10p Thunder-Inferno Ammo,IS LRM 10 Primitive Thunder-Inferno Ammo,"
A,"Primitive Prototype LRM 10 Anti-TSM Ammo","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-F-F","Experimental","3026(FS)","3026(FS)","3027(FS)","-","-","-",1.0,1,30000.0,11.0,"104, IO","IS Ammo LRM-10 Primitive Anti-TSM,IS Ammo LRM-10 Primitive Anti-TSM,ISLRM10p Ammo Anti-TSM,IS LRM 10 Primitive Ammo Anti-TSM,IS Ammo LRM-10 Primitive - Anti-TSM,ISLRM10p Ammo - Anti-TSM,IS LRM 10 Primitive Ammo - Anti-TSM,IS Anti-TSM Ammo LRM-10 Primitive,ISLRM10p Anti-TSM Ammo,IS LRM 10 Primitive Anti-TSM Ammo,"
A,"Primitive Prototype LRM 10 Artemis-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","2592(TH)","2592(TH)","2598(TH)","3045","~2855","3035",1.0,1,30000.0,11.0,"230, TM","IS Ammo LRM-10 Primitive Artemis-capable,IS Ammo LRM-10 Primitive Artemis-capable,ISLRM10p Ammo Artemis-capable,IS LRM 10 Primitive Ammo Artemis-capable,IS Ammo LRM-10 Primitive - Artemis-capable,ISLRM10p Ammo - Artemis-capable,IS LRM 10 Primitive Ammo - Artemis-capable,IS Artemis-capable Ammo LRM-10 Primitive,ISLRM10p Artemis-capable Ammo,IS LRM 10 Primitive Artemis-capable Ammo,"
A,"Primitive Prototype LRM 10 Dead-Fire Ammo","Inner Sphere","IS_Experimental","C/X-X-E-E","Experimental","3052(DC)","3052(DC)","-","-","-","-",1.0,1,30000.0,16.0,"131, IO","IS Ammo LRM-10 Primitive Dead-Fire,IS Ammo LRM-10 Primitive Dead-Fire,ISLRM10p Ammo Dead-Fire,IS LRM 10 Primitive Ammo Dead-Fire,IS Ammo LRM-10 Primitive - Dead-Fire,ISLRM10p Ammo - Dead-Fire,IS LRM 10 Primitive Ammo - Dead-Fire,IS Dead-Fire Ammo LRM-10 Primitive,ISLRM10p Dead-Fire Ammo,IS LRM 10 Primitive Dead-Fire Ammo,"
A,"Primitive Prototype LRM 10 Fragmentation Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/E-F(F*)-E-D","Standard","~2375(FS)","~2375(FS)","2377(FS)","3058","2790","3054(FW)",1.0,1,30000.0,11.0,"230, TM","IS Ammo LRM-10 Primitive Fragmentation,IS Ammo LRM-10 Primitive Fragmentation,ISLRM10p Ammo Fragmentation,IS LRM 10 Primitive Ammo Fragmentation,IS Ammo LRM-10 Primitive - Fragmentation,ISLRM10p Ammo - Fragmentation,IS LRM 10 Primitive Ammo - Fragmentation,IS Fragmentation Ammo LRM-10 Primitive,ISLRM10p Fragmentation Ammo,IS LRM 10 Primitive Fragmentation Ammo,"
A,"Primitive Prototype LRM 10 Listen-Kill Ammo","Inner Sphere","IS_Experimental","D/X-F(F*)-X-X","Experimental","~3037(FS,LC)","~3037(FS,LC)","-","-","3040","-",1.0,1,30000.0,14.0,"105, IO","IS Ammo LRM-10 Primitive Listen-Kill,IS Ammo LRM-10 Primitive Listen-Kill,ISLRM10p Ammo Listen-Kill,IS LRM 10 Primitive Ammo Listen-Kill,IS Ammo LRM-10 Primitive - Listen-Kill,ISLRM10p Ammo - Listen-Kill,IS LRM 10 Primitive Ammo - Listen-Kill,IS Listen-Kill Ammo LRM-10 Primitive,ISLRM10p Listen-Kill Ammo,IS LRM 10 Primitive Listen-Kill Ammo,"
A,"Primitive Prototype LRM 10 Mine Clearance Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/X-X-E-D","Advanced","~3065(FS)","~3065(FS)","3069","-","-","-",1.0,1,30000.0,11.0,"370, TO","IS Ammo LRM-10 Primitive Mine Clearance,IS Ammo LRM-10 Primitive Mine Clearance,ISLRM10p Ammo Mine Clearance,IS LRM 10 Primitive Ammo Mine Clearance,IS Ammo LRM-10 Primitive - Mine Clearance,ISLRM10p Ammo - Mine Clearance,IS LRM 10 Primitive Ammo - Mine Clearance,IS Mine Clearance Ammo LRM-10 Primitive,ISLRM10p Mine Clearance Ammo,IS LRM 10 Primitive Mine Clearance Ammo,"
A,"Primitive Prototype LRM 10 Narc-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","~2520(TH)","~2520(TH)","2587(TH)","3049","~2795","3035",1.0,1,30000.0,11.0,"142, TW","IS Ammo LRM-10 Primitive Narc-capable,IS Ammo LRM-10 Primitive Narc-capable,ISLRM10p Ammo Narc-capable,IS LRM 10 Primitive Ammo Narc-capable,IS Ammo LRM-10 Primitive - Narc-capable,ISLRM10p Ammo - Narc-capable,IS LRM 10 Primitive Ammo - Narc-capable,IS Narc-capable Ammo LRM-10 Primitive,ISLRM10p Narc-capable Ammo,IS LRM 10 Primitive Narc-capable Ammo,"
A,"Primitive Prototype LRM 15 Follow The Leader Ammo","Inner Sphere","IS_Experimental","E/F-F-F-F","Experimental","~2750(TH)","~2750(TH)","-","-","~2770","-",1.0,1,30000.0,17.0,"368, TO","IS Ammo LRM-15 Primitive Follow The Leader,IS Ammo LRM-15 Primitive Follow The Leader,ISLRM15p Ammo Follow The Leader,IS LRM 15 Primitive Ammo Follow The Leader,IS Ammo LRM-15 Primitive - Follow The Leader,ISLRM15p Ammo - Follow The Leader,IS LRM 15 Primitive Ammo - Follow The Leader,IS Follow The Leader Ammo LRM-15 Primitive,ISLRM15p Follow The Leader Ammo,IS LRM 15 Primitive Follow The Leader Ammo,"
A,"Primitive Prototype LRM 15 Heat-Seeking Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/E-E-E-F","Advanced","~2365(TH)","~2365(TH)","2370(TH)","-","-","-",1.0,1,30000.0,17.0,"369, TO","IS Ammo LRM-15 Primitive Heat-Seeking,IS Ammo LRM-15 Primitive Heat-Seeking,ISLRM15p Ammo Heat-Seeking,IS LRM 15 Primitive Ammo Heat-Seeking,IS Ammo LRM-15 Primitive - Heat-Seeking,ISLRM15p Ammo - Heat-Seeking,IS LRM 15 Primitive Ammo - Heat-Seeking,IS Heat-Seeking Ammo LRM-15 Primitive,ISLRM15p Heat-Seeking Ammo,IS LRM 15 Primitive Heat-Seeking Ammo,"
A,"Primitive Prototype LRM 15 Semi-guided Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-D-D","Standard","~3053(FW)","~3053(FW)","3057(FW)","3065","-","-",1.0,1,30000.0,17.0,"231, TM","IS Ammo LRM-15 Primitive Semi-guided,IS Ammo LRM-15 Primitive Semi-guided,ISLRM15p Ammo Semi-guided,IS LRM 15 Primitive Ammo Semi-guided,IS Ammo LRM-15 Primitive - Semi-guided,ISLRM15p Ammo - Semi-guided,IS LRM 15 Primitive Ammo - Semi-guided,IS Semi-guided Ammo LRM-15 Primitive,ISLRM15p Semi-guided Ammo,IS LRM 15 Primitive Semi-guided Ammo,"
A,"Primitive Prototype LRM 15 Smoke Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/D-D-D-D","Advanced","~2333(TH)","~2333(TH)","2370(TH)","-","-","-",1.0,1,30000.0,17.0,"371, TO","IS Ammo LRM-15 Primitive Smoke,IS Ammo LRM-15 Primitive Smoke,ISLRM15p Ammo Smoke,IS LRM 15 Primitive Ammo Smoke,IS Ammo LRM-15 Primitive - Smoke,ISLRM15p Ammo - Smoke,IS LRM 15 Primitive Ammo - Smoke,IS Smoke Ammo LRM-15 Primitive,ISLRM15p Smoke Ammo,IS LRM 15 Primitive Smoke Ammo,"
A,"Primitive Prototype LRM 15 Swarm Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","~2615(TH)","~2615(TH)","2621(TH)","3058","2833","~3053",1.0,1,30000.0,17.0,"371, TO","IS Ammo LRM-15 Primitive Swarm,IS Ammo LRM-15 Primitive Swarm,ISLRM15p Ammo Swarm,IS LRM 15 Primitive Ammo Swarm,IS Ammo LRM-15 Primitive - Swarm,ISLRM15p Ammo - Swarm,IS LRM 15 Primitive Ammo - Swarm,IS Swarm Ammo LRM-15 Primitive,ISLRM15p Swarm Ammo,IS LRM 15 Primitive Swarm Ammo,"
A,"Primitive Prototype LRM 15 Swarm-I Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","3052(FW)","3052(FW)","3057(FW)","3066","-","-",1.0,1,30000.0,17.0,"371, TO","IS Ammo LRM-15 Primitive Swarm-I,IS Ammo LRM-15 Primitive Swarm-I,ISLRM15p Ammo Swarm-I,IS LRM 15 Primitive Ammo Swarm-I,IS Ammo LRM-15 Primitive - Swarm-I,ISLRM15p Ammo - Swarm-I,IS LRM 15 Primitive Ammo - Swarm-I,IS Swarm-I Ammo LRM-15 Primitive,ISLRM15p Swarm-I Ammo,IS LRM 15 Primitive Swarm-I Ammo,"
A,"Primitive Prototype LRM 15 Thunder Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/D-E(F)-D-D","Advanced","~2618(TH)","~2618(TH)","2620(TH)","2650","~2840","3052(LC,FS)",1.0,1,30000.0,17.0,"373, TO","IS Ammo LRM-15 Primitive Thunder,IS Ammo LRM-15 Primitive Thunder,ISLRM15p Ammo Thunder,IS LRM 15 Primitive Ammo Thunder,IS Ammo LRM-15 Primitive - Thunder,ISLRM15p Ammo - Thunder,IS LRM 15 Primitive Ammo - Thunder,IS Thunder Ammo LRM-15 Primitive,ISLRM15p Thunder Ammo,IS LRM 15 Primitive Thunder Ammo,"
A,"Primitive Prototype LRM 15 Thunder-Active Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3058(CC)","3064","-","-",1.0,1,30000.0,17.0,"373, TO","IS Ammo LRM-15 Primitive Thunder-Active,IS Ammo LRM-15 Primitive Thunder-Active,ISLRM15p Ammo Thunder-Active,IS LRM 15 Primitive Ammo Thunder-Active,IS Ammo LRM-15 Primitive - Thunder-Active,ISLRM15p Ammo - Thunder-Active,IS LRM 15 Primitive Ammo - Thunder-Active,IS Thunder-Active Ammo LRM-15 Primitive,ISLRM15p Thunder-Active Ammo,IS LRM 15 Primitive Thunder-Active Ammo,"
A,"Primitive Prototype LRM 15 Thunder-Augmented Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3057(CC)","3064","-","-",1.0,1,30000.0,17.0,"373, TO","IS Ammo LRM-15 Primitive Thunder-Augmented,IS Ammo LRM-15 Primitive Thunder-Augmented,ISLRM15p Ammo Thunder-Augmented,IS LRM 15 Primitive Ammo Thunder-Augmented,IS Ammo LRM-15 Primitive - Thunder-Augmented,ISLRM15p Ammo - Thunder-Augmented,IS LRM 15 Primitive Ammo - Thunder-Augmented,IS Thunder-Augmented Ammo LRM-15 Primitive,ISLRM15p Thunder-Augmented Ammo,IS LRM 15 Primitive Thunder-Augmented Ammo,"
A,"Primitive Prototype LRM 15 Thunder-Vibrabomb Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3064","-","-",1.0,1,30000.0,17.0,"373, TO","IS Ammo LRM-15 Primitive Thunder-Vibrabomb,IS Ammo LRM-15 Primitive Thunder-Vibrabomb,ISLRM15p Ammo Thunder-Vibrabomb,IS LRM 15 Primitive Ammo Thunder-Vibrabomb,IS Ammo LRM-15 Primitive - Thunder-Vibrabomb,ISLRM15p Ammo - Thunder-Vibrabomb,IS LRM 15 Primitive Ammo - Thunder-Vibrabomb,IS Thunder-Vibrabomb Ammo LRM-15 Primitive,ISLRM15p Thunder-Vibrabomb Ammo,IS LRM 15 Primitive Thunder-Vibrabomb Ammo,"
A,"Primitive Prototype LRM 15 Thunder-Inferno Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3062","-","-",1.0,1,30000.0,17.0,"373, TO","IS Ammo LRM-15 Primitive Thunder-Inferno,IS Ammo LRM-15 Primitive Thunder-Inferno,ISLRM15p Ammo Thunder-Inferno,IS LRM 15 Primitive Ammo Thunder-Inferno,IS Ammo LRM-15 Primitive - Thunder-Inferno,ISLRM15p Ammo - Thunder-Inferno,IS LRM 15 Primitive Ammo - Thunder-Inferno,IS Thunder-Inferno Ammo LRM-15 Primitive,ISLRM15p Thunder-Inferno Ammo,IS LRM 15 Primitive Thunder-Inferno Ammo,"
A,"Primitive Prototype LRM 15 Anti-TSM Ammo","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-F-F","Experimental","3026(FS)","3026(FS)","3027(FS)","-","-","-",1.0,1,30000.0,17.0,"104, IO","IS Ammo LRM-15 Primitive Anti-TSM,IS Ammo LRM-15 Primitive Anti-TSM,ISLRM15p Ammo Anti-TSM,IS LRM 15 Primitive Ammo Anti-TSM,IS Ammo LRM-15 Primitive - Anti-TSM,ISLRM15p Ammo - Anti-TSM,IS LRM 15 Primitive Ammo - Anti-TSM,IS Anti-TSM Ammo LRM-15 Primitive,ISLRM15p Anti-TSM Ammo,IS LRM 15 Primitive Anti-TSM Ammo,"
A,"Primitive Prototype LRM 15 Artemis-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","2592(TH)","2592(TH)","2598(TH)","3045","~2855","3035",1.0,1,30000.0,17.0,"230, TM","IS Ammo LRM-15 Primitive Artemis-capable,IS Ammo LRM-15 Primitive Artemis-capable,ISLRM15p Ammo Artemis-capable,IS LRM 15 Primitive Ammo Artemis-capable,IS Ammo LRM-15 Primitive - Artemis-capable,ISLRM15p Ammo - Artemis-capable,IS LRM 15 Primitive Ammo - Artemis-capable,IS Artemis-capable Ammo LRM-15 Primitive,ISLRM15p Artemis-capable Ammo,IS LRM 15 Primitive Artemis-capable Ammo,"
A,"Primitive Prototype LRM 15 Dead-Fire Ammo","Inner Sphere","IS_Experimental","C/X-X-E-E","Experimental","3052(DC)","3052(DC)","-","-","-","-",1.0,1,30000.0,27.0,"131, IO","IS Ammo LRM-15 Primitive Dead-Fire,IS Ammo LRM-15 Primitive Dead-Fire,ISLRM15p Ammo Dead-Fire,IS LRM 15 Primitive Ammo Dead-Fire,IS Ammo LRM-15 Primitive - Dead-Fire,ISLRM15p Ammo - Dead-Fire,IS LRM 15 Primitive Ammo - Dead-Fire,IS Dead-Fire Ammo LRM-15 Primitive,ISLRM15p Dead-Fire Ammo,IS LRM 15 Primitive Dead-Fire Ammo,"
A,"Primitive Prototype LRM 15 Fragmentation Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/E-F(F*)-E-D","Standard","~2375(FS)","~2375(FS)","2377(FS)","3058","2790","3054(FW)",1.0,1,30000.0,17.0,"230, TM","IS Ammo LRM-15 Primitive Fragmentation,IS Ammo LRM-15 Primitive Fragmentation,ISLRM15p Ammo Fragmentation,IS LRM 15 Primitive Ammo Fragmentation,IS Ammo LRM-15 Primitive - Fragmentation,ISLRM15p Ammo - Fragmentation,IS LRM 15 Primitive Ammo - Fragmentation,IS Fragmentation Ammo LRM-15 Primitive,ISLRM15p Fragmentation Ammo,IS LRM 15 Primitive Fragmentation Ammo,"
A,"Primitive Prototype LRM 15 Listen-Kill Ammo","Inner Sphere","IS_Experimental","D/X-F(F*)-X-X","Experimental","~3037(FS,LC)","~3037(FS,LC)","-","-","3040","-",1.0,1,30000.0,21.0,"105, IO","IS Ammo LRM-15 Primitive Listen-Kill,IS Ammo LRM-15 Primitive Listen-Kill,ISLRM15p Ammo Listen-Kill,IS LRM 15 Primitive Ammo Listen-Kill,IS Ammo LRM-15 Primitive - Listen-Kill,ISLRM15p Ammo - Listen-Kill,IS LRM 15 Primitive Ammo - Listen-Kill,IS Listen-Kill Ammo LRM-15 Primitive,ISLRM15p Listen-Kill Ammo,IS LRM 15 Primitive Listen-Kill Ammo,"
A,"Primitive Prototype LRM 15 Mine Clearance Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/X-X-E-D","Advanced","~3065(FS)","~3065(FS)","3069","-","-","-",1.0,1,30000.0,17.0,"370, TO","IS Ammo LRM-15 Primitive Mine Clearance,IS Ammo LRM-15 Primitive Mine Clearance,ISLRM15p Ammo Mine Clearance,IS LRM 15 Primitive Ammo Mine Clearance,IS Ammo LRM-15 Primitive - Mine Clearance,ISLRM15p Ammo - Mine Clearance,IS LRM 15 Primitive Ammo - Mine Clearance,IS Mine Clearance Ammo LRM-15 Primitive,ISLRM15p Mine Clearance Ammo,IS LRM 15 Primitive Mine Clearance Ammo,"
A,"Primitive Prototype LRM 15 Narc-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","~2520(TH)","~2520(TH)","2587(TH)","3049","~2795","3035",1.0,1,30000.0,17.0,"142, TW","IS Ammo LRM-15 Primitive Narc-capable,IS Ammo LRM-15 Primitive Narc-capable,ISLRM15p Ammo Narc-capable,IS LRM 15 Primitive Ammo Narc-capable,IS Ammo LRM-15 Primitive - Narc-capable,ISLRM15p Ammo - Narc-capable,IS LRM 15 Primitive Ammo - Narc-capable,IS Narc-capable Ammo LRM-15 Primitive,ISLRM15p Narc-capable Ammo,IS LRM 15 Primitive Narc-capable Ammo,"
A,"Primitive Prototype LRM 20 Follow The Leader Ammo","Inner Sphere","IS_Experimental","E/F-F-F-F","Experimental","~2750(TH)","~2750(TH)","-","-","~2770","-",1.0,1,30000.0,23.0,"368, TO","IS Ammo LRM-20 Primitive Follow The Leader,IS Ammo LRM-20 Primitive Follow The Leader,ISLRM20p Ammo Follow The Leader,IS LRM 20 Primitive Ammo Follow The Leader,IS Ammo LRM-20 Primitive - Follow The Leader,ISLRM20p Ammo - Follow The Leader,IS LRM 20 Primitive Ammo - Follow The Leader,IS Follow The Leader Ammo LRM-20 Primitive,ISLRM20p Follow The Leader Ammo,IS LRM 20 Primitive Follow The Leader Ammo,"
A,"Primitive Prototype LRM 20 Heat-Seeking Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/E-E-E-F","Advanced","~2365(TH)","~2365(TH)","2370(TH)","-","-","-",1.0,1,30000.0,23.0,"369, TO","IS Ammo LRM-20 Primitive Heat-Seeking,IS Ammo LRM-20 Primitive Heat-Seeking,ISLRM20p Ammo Heat-Seeking,IS LRM 20 Primitive Ammo Heat-Seeking,IS Ammo LRM-20 Primitive - Heat-Seeking,ISLRM20p Ammo - Heat-Seeking,IS LRM 20 Primitive Ammo - Heat-Seeking,IS Heat-Seeking Ammo LRM-20 Primitive,ISLRM20p Heat-Seeking Ammo,IS LRM 20 Primitive Heat-Seeking Ammo,"
A,"Primitive Prototype LRM 20 Semi-guided Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-D-D","Standard","~3053(FW)","~3053(FW)","3057(FW)","3065","-","-",1.0,1,30000.0,23.0,"231, TM","IS Ammo LRM-20 Primitive Semi-guided,IS Ammo LRM-20 Primitive Semi-guided,ISLRM20p Ammo Semi-guided,IS LRM 20 Primitive Ammo Semi-guided,IS Ammo LRM-20 Primitive - Semi-guided,ISLRM20p Ammo - Semi-guided,IS LRM 20 Primitive Ammo - Semi-guided,IS Semi-guided Ammo LRM-20 Primitive,ISLRM20p Semi-guided Ammo,IS LRM 20 Primitive Semi-guided Ammo,"
A,"Primitive Prototype LRM 20 Smoke Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/D-D-D-D","Advanced","~2333(TH)","~2333(TH)","2370(TH)","-","-","-",1.0,1,30000.0,23.0,"371, TO","IS Ammo LRM-20 Primitive Smoke,IS Ammo LRM-20 Primitive Smoke,ISLRM20p Ammo Smoke,IS LRM 20 Primitive Ammo Smoke,IS Ammo LRM-20 Primitive - Smoke,ISLRM20p Ammo - Smoke,IS LRM 20 Primitive Ammo - Smoke,IS Smoke Ammo LRM-20 Primitive,ISLRM20p Smoke Ammo,IS LRM 20 Primitive Smoke Ammo,"
A,"Primitive Prototype LRM 20 Swarm Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","~2615(TH)","~2615(TH)","2621(TH)","3058","2833","~3053",1.0,1,30000.0,23.0,"371, TO","IS Ammo LRM-20 Primitive Swarm,IS Ammo LRM-20 Primitive Swarm,ISLRM20p Ammo Swarm,IS LRM 20 Primitive Ammo Swarm,IS Ammo LRM-20 Primitive - Swarm,ISLRM20p Ammo - Swarm,IS LRM 20 Primitive Ammo - Swarm,IS Swarm Ammo LRM-20 Primitive,ISLRM20p Swarm Ammo,IS LRM 20 Primitive Swarm Ammo,"
A,"Primitive Prototype LRM 20 Swarm-I Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","3052(FW)","3052(FW)","3057(FW)","3066","-","-",1.0,1,30000.0,23.0,"371, TO","IS Ammo LRM-20 Primitive Swarm-I,IS Ammo LRM-20 Primitive Swarm-I,ISLRM20p Ammo Swarm-I,IS LRM 20 Primitive Ammo Swarm-I,IS Ammo LRM-20 Primitive - Swarm-I,ISLRM20p Ammo - Swarm-I,IS LRM 20 Primitive Ammo - Swarm-I,IS Swarm-I Ammo LRM-20 Primitive,ISLRM20p Swarm-I Ammo,IS LRM 20 Primitive Swarm-I Ammo,"
A,"Primitive Prototype LRM 20 Thunder Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/D-E(F)-D-D","Advanced","~2618(TH)","~2618(TH)","2620(TH)","2650","~2840","3052(LC,FS)",1.0,1,30000.0,23.0,"373, TO","IS Ammo LRM-20 Primitive Thunder,IS Ammo LRM-20 Primitive Thunder,ISLRM20p Ammo Thunder,IS LRM 20 Primitive Ammo Thunder,IS Ammo LRM-20 Primitive - Thunder,ISLRM20p Ammo - Thunder,IS LRM 20 Primitive Ammo - Thunder,IS Thunder Ammo LRM-20 Primitive,ISLRM20p Thunder Ammo,IS LRM 20 Primitive Thunder Ammo,"
A,"Primitive Prototype LRM 20 Thunder-Active Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3058(CC)","3064","-","-",1.0,1,30000.0,23.0,"373, TO","IS Ammo LRM-20 Primitive Thunder-Active,IS Ammo LRM-20 Primitive Thunder-Active,ISLRM20p Ammo Thunder-Active,IS LRM 20 Primitive Ammo Thunder-Active,IS Ammo LRM-20 Primitive - Thunder-Active,ISLRM20p Ammo - Thunder-Active,IS LRM 20 Primitive Ammo - Thunder-Active,IS Thunder-Active Ammo LRM-20 Primitive,ISLRM20p Thunder-Active Ammo,IS LRM 20 Primitive Thunder-Active Ammo,"
A,"Primitive Prototype LRM 20 Thunder-Augmented Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3057(CC)","3064","-","-",1.0,1,30000.0,23.0,"373, TO","IS Ammo LRM-20 Primitive Thunder-Augmented,IS Ammo LRM-20 Primitive Thunder-Augmented,ISLRM20p Ammo Thunder-Augmented,IS LRM 20 Primitive Ammo Thunder-Augmented,IS Ammo LRM-20 Primitive - Thunder-Augmented,ISLRM20p Ammo - Thunder-Augmented,IS LRM 20 Primitive Ammo - Thunder-Augmented,IS Thunder-Augmented Ammo LRM-20 Primitive,ISLRM20p Thunder-Augmented Ammo,IS LRM 20 Primitive Thunder-Augmented Ammo,"
